name,course_url,course_id,reviews,reviewers,rating,user_id,Sequence,tfidf_matrix
  (0, 489)	0.15306874318468086
  (0, 1345)	0.14040983987312194
  (0, 628)	0.20262801674791037
  (0, 2739)	0.23150522828557535
  (0, 1197)	0.25481938715580776
  (0, 1297)	0.14176847146254073
  (0, 675)	0.19975370404723664
  (0, 645)	0.06789635302152901
  (0, 3330)	0.33132413914868325
  (0, 1365)	0.11441489844421143"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,first experience coursera really good blip one point coursera support personal onhand quickly friendly really want resolve problem I m happy,John C,5.0,176,google cloud platform fundamental core infrastructure first experience coursera really good blip one point coursera support personal onhand quickly friendly really want resolve problem happy,"  (0, 2118)	0.2941595676830447
  (0, 2250)	0.26007674153359506
  (0, 2970)	0.1959958200483462
  (0, 335)	0.2941595676830447
  (0, 2277)	0.16035207174543573
  (0, 2594)	0.26837690500928274
  (0, 1413)	0.2245350413593841
  (0, 1553)	0.1447640980094457
  (0, 489)	0.1366655421795081
  (0, 1345)	0.1253631962630407
  (0, 628)	0.1809139292154524
  (0, 1279)	0.24259424233552077
  (0, 2291)	0.1876956565726585
  (0, 659)	0.34452237890932474
  (0, 2472)	0.26007674153359506
  (0, 1222)	0.16524625431423484
  (0, 1297)	0.1265762337449393
  (0, 2381)	0.15557673916645756
  (0, 2116)	0.15340088386924897
  (0, 3359)	0.15984598884233953
  (0, 1342)	0.08900428988474157
  (0, 2509)	0.24425335175026555
  (0, 1117)	0.1415555134242631"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,excelent,Henry P,5.0,67766,google cloud platform fundamental core infrastructure excelent,"  (0, 2277)	0.36917096263724597
  (0, 1080)	0.5585132078332923
  (0, 1553)	0.33328351068829204
  (0, 489)	0.314638590051059
  (0, 1345)	0.2886177355861077
  (0, 628)	0.4165095509896723
  (0, 1297)	0.291410454196058"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,good course want start google platform helpful developer architect,Dhaval D,5.0,37960,google cloud platform fundamental core infrastructure good course want start google platform helpful developer architect,"  (0, 187)	0.40107011525781766
  (0, 2277)	0.4608926419528992
  (0, 821)	0.3557768512262335
  (0, 1553)	0.2080444202099965
  (0, 489)	0.19640576549280467
  (0, 1345)	0.36032571391443396
  (0, 628)	0.25999632525659294
  (0, 1431)	0.22829343421428724
  (0, 1297)	0.18190614609509506
  (0, 2871)	0.24274210904570864
  (0, 3359)	0.22971901548012436
  (0, 1342)	0.12791048429746243
  (0, 645)	0.08711925708616974"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,solid introduction fundamental gcp,Troy J,4.0,108057,google cloud platform fundamental core infrastructure solid introduction fundamental gcp,"  (0, 2277)	0.3024659091245151
  (0, 1314)	0.3969058756927423
  (0, 1553)	0.2730629173443388
  (0, 489)	0.2577869248047074
  (0, 1345)	0.23646774697524248
  (0, 2808)	0.42353176155336963
  (0, 628)	0.34125094535922357
  (0, 1297)	0.4775117052930741
  (0, 1625)	0.1737724357447923"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,useful course learn lot thing,Javier R,5.0,12653,google cloud platform fundamental core infrastructure useful course learn lot thing,"  (0, 2277)	0.34738416760975427
  (0, 1553)	0.31361463022830954
  (0, 489)	0.2960700482020154
  (0, 1345)	0.27158482649273435
  (0, 628)	0.3919290472859688
  (0, 3090)	0.35429542501242295
  (0, 3284)	0.33417776531346444
  (0, 1811)	0.2932020605843241
  (0, 1297)	0.27421273152284675
  (0, 645)	0.1313271154749833
  (0, 1738)	0.22436360118609033"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,great overview gcp quite enough go race enough speak intelligently know next path,Travis D,5.0,68889,google cloud platform fundamental core infrastructure great overview gcp quite enough go race enough speak intelligently know next path,"  (0, 1592)	0.32653990923108106
  (0, 2837)	0.2692984032311993
  (0, 2485)	0.32653990923108106
  (0, 2277)	0.17800322241834893
  (0, 988)	0.4322431761821374
  (0, 1314)	0.23358177810710004
  (0, 1553)	0.16069936394133622
  (0, 489)	0.15170933955953503
  (0, 2169)	0.20388847081962605
  (0, 1345)	0.13916285997795563
  (0, 2477)	0.220630538066994
  (0, 628)	0.20082847717639327
  (0, 2050)	0.22569291280678475
  (0, 1698)	0.18821895785979123
  (0, 2210)	0.2979191562311402
  (0, 1297)	0.140509425559191
  (0, 1338)	0.18610100549643685
  (0, 1365)	0.11339877964373173"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,nice course,Afrimadoni D,5.0,80499,google cloud platform fundamental core infrastructure nice course,"  (0, 2277)	0.4062363697071263
  (0, 1553)	0.36674575513214586
  (0, 489)	0.34622885201755926
  (0, 1345)	0.31759545848355547
  (0, 628)	0.4583278347074386
  (0, 1297)	0.3206685709017565
  (0, 2052)	0.37848376918097054
  (0, 645)	0.15357594159155272"
Google Cloud Platform Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,27,complete exhaustive good overall view gcp infrastructure,Richard G D,5.0,111423,google cloud platform fundamental core infrastructure complete exhaustive good overall view gcp infrastructure,"  (0, 3333)	0.3526719999646571
  (0, 2277)	0.24137052936267828
  (0, 1107)	0.42008267097144486
  (0, 1314)	0.3167344762932486
  (0, 1553)	0.4358133523179147
  (0, 489)	0.2057162960380913
  (0, 1345)	0.18870339943374487
  (0, 628)	0.2723213388420646
  (0, 2163)	0.2723213388420646
  (0, 1297)	0.1905293284408078
  (0, 1342)	0.13397402559995825
  (0, 529)	0.2648448902504127"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,simple way learn gud slow learner,shashikala b,4.0,90194,sql data science simple way learn gud slow learner,"  (0, 1376)	0.5121683938243058
  (0, 2857)	0.2952159861908798
  (0, 2791)	0.45282595440120466
  (0, 1740)	0.3861439224134435
  (0, 2757)	0.338980453886967
  (0, 2676)	0.20804263067298415
  (0, 730)	0.1664893215114007
  (0, 3365)	0.2791929009113561
  (0, 1738)	0.18032118477095568"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,course really nice require prerequisite knowledge sql start basic build upon good part course,megha y,5.0,19007,sql data science course really nice require prerequisite knowledge sql start basic build upon good part course,"  (0, 3275)	0.37445988490532583
  (0, 2357)	0.37445988490532583
  (0, 2857)	0.473151509884753
  (0, 2676)	0.16671808002916252
  (0, 730)	0.13341871297219227
  (0, 2193)	0.24442455384118963
  (0, 1700)	0.21006420376592577
  (0, 2584)	0.2698875963210668
  (0, 386)	0.2604252141330358
  (0, 2871)	0.23567313366517012
  (0, 1342)	0.12418555965226519
  (0, 2052)	0.208450620476708
  (0, 2509)	0.17040043363824645
  (0, 645)	0.16916445523848575
  (0, 272)	0.1830091982492853"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,course well structure cover basic need know sql instructor clear teach understandable manner ability run sql query environment quizzes assignment highlight negative point peer grade assignment question clear even answer give grade specific,Imantha G A,5.0,95230,sql data science course well structure cover basic need know sql instructor clear teach understandable manner ability run sql query environment quiz assignment highlight negative point peer grade assignment question clear even answer give grade specific,"  (0, 2847)	0.19729510842540804
  (0, 1450)	0.20904260885217849
  (0, 1011)	0.2025774928363376
  (0, 2466)	0.1596511111853445
  (0, 3234)	0.20904260885217849
  (0, 2857)	0.3962059622234157
  (0, 1)	0.19729510842540804
  (0, 2225)	0.17721262380068797
  (0, 2034)	0.20904260885217849
  (0, 1351)	0.3248250471737948
  (0, 1851)	0.17721262380068797
  (0, 2640)	0.17274643141854445
  (0, 1332)	0.11819824542069476
  (0, 2676)	0.09307053651670535
  (0, 730)	0.07448113123374617
  (0, 2479)	0.13310351054478356
  (0, 1698)	0.1320686540744719
  (0, 1062)	0.14381615450124233
  (0, 2032)	0.12530015412447734
  (0, 2914)	0.13891752273335656
  (0, 2291)	0.14619883077798349
  (0, 1581)	0.12298108468113601
  (0, 475)	0.248234845039132
  (0, 3025)	0.12530015412447734
  (0, 2468)	0.14233003896217733
  (0, 144)	0.1516472494597868
  (0, 3378)	0.09749266364172068
  (0, 212)	0.22764434199831907
  (0, 675)	0.13891752273335656
  (0, 645)	0.04721811397374555
  (0, 272)	0.10216506971273713"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,easy follow learnt lot,Yip H M,5.0,76184,sql data science easy follow learnt lot,"  (0, 2857)	0.39051422189004076
  (0, 1746)	0.5833825315279872
  (0, 2676)	0.2752005644595659
  (0, 730)	0.22023349305002524
  (0, 1811)	0.31171546682106727
  (0, 1244)	0.4146604277779616
  (0, 914)	0.3373655578882584"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,really well do course sql beginner really feel help understand foundational concept need sql,Joann Y,5.0,27690,sql data science really well course sql beginner really feel help understand foundational concept need sql,"  (0, 1265)	0.36570563957480756
  (0, 2857)	0.6665579132843419
  (0, 2676)	0.15657740802458547
  (0, 730)	0.12530348391432913
  (0, 1202)	0.24194940253541994
  (0, 2032)	0.21079897131967498
  (0, 293)	0.19780279186809316
  (0, 1429)	0.19430181742544422
  (0, 3378)	0.16401698266446985
  (0, 3233)	0.17342512932064771
  (0, 553)	0.19014115479678845
  (0, 2509)	0.3200715629723539
  (0, 645)	0.0794374909023062"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,course go fine final assignment irritate incomplete database break correlation different table state different thing should ve etc,Bobalo R,2.0,132970,sql data science course go fine final assignment irritate incomplete database break correlation different table state different thing etc,"  (0, 2875)	0.2817206095587331
  (0, 634)	0.2929534239682071
  (0, 362)	0.2500570841253941
  (0, 732)	0.1759822677104817
  (0, 1524)	0.2817206095587331
  (0, 1643)	0.30878518668487664
  (0, 2857)	0.17798506215434629
  (0, 2994)	0.2817206095587331
  (0, 833)	0.43031426565929615
  (0, 1216)	0.24222170995579156
  (0, 2676)	0.12542843979710178
  (0, 730)	0.10037604202802838
  (0, 3090)	0.1716736250618104
  (0, 1210)	0.20574073575024654
  (0, 1338)	0.1759822677104817
  (0, 212)	0.15339481061421614
  (0, 645)	0.06363447109629154
  (0, 1057)	0.23569892765874587"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,course presentation material version sqlite provide support important flexible function sqlite normally supportsthe material cover basic recommend course efficient method get introduction sql,Gary B,3.0,31743,sql data science course presentation material version sqlite provide support important flexible function sqlite normally supportsthe material cover basic recommend course efficient method get introduction sql,"  (0, 2971)	0.25977854356700353
  (0, 2073)	0.25977854356700353
  (0, 1231)	0.24645940638691602
  (0, 2858)	0.49291881277383204
  (0, 3325)	0.22967927803064828
  (0, 2857)	0.29947485965590986
  (0, 2970)	0.17308805924083032
  (0, 2360)	0.19359092545014234
  (0, 928)	0.22967927803064828
  (0, 2676)	0.10552195771497651
  (0, 1512)	0.1742827012259041
  (0, 730)	0.08444557294671107
  (0, 2444)	0.15091073434287727
  (0, 1874)	0.2724535050949848
  (0, 2528)	0.13295730147168713
  (0, 1920)	0.1657580091048936
  (0, 1294)	0.18414084722981128
  (0, 675)	0.15750257286963637
  (0, 1324)	0.13295730147168713
  (0, 1625)	0.08135782514416047
  (0, 645)	0.10707035787258398
  (0, 272)	0.1158332010285558"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,nice course,Yanfang S,5.0,72883,sql data science nice course,"  (0, 2857)	0.6064662097988358
  (0, 2676)	0.42738480164568254
  (0, 730)	0.34202127429411633
  (0, 2052)	0.5343669209108802
  (0, 645)	0.2168280642835908"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,great course,James B,5.0,7907,sql data science great course,"  (0, 2857)	0.6585962371040686
  (0, 2676)	0.4641215250107337
  (0, 730)	0.37142040334672566
  (0, 645)	0.2354659582486868
  (0, 1365)	0.39679323706164105"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,slowly build wonderful course know learn many thing instructor wonderful explain thing nicely people design course must work professional depth understand subject knowledgethe interesting thing course learn thing module try hand do not even need laptop code integrate everything coursera platform watch video smart phone submit assignment tooand last part journey course realization solve question give peer grade assignment specially part person listen term like prediction sentiment analysis kind stuff learn line code sql course actually let themwonderful course amazing teamthank courserathank sadie st lawrence,vijay k d,5.0,83427,sql data science slowly build wonderful course know learn many thing instructor wonderful explain thing nicely people design course must work professional depth understand subject knowledgethe interesting thing course learn thing module try hand even need laptop code integrate everything coursera platform watch video smart phone submit assignment tooand last part journey course realization solve question give peer grade assignment specially part person listen term like prediction sentiment analysis kind stuff learn line code sql course actually let themwonderful course amazing teamthank courserathank sadie st lawrence,"  (0, 1727)	0.14021598056253817
  (0, 2861)	0.13302695003557616
  (0, 2648)	0.14021598056253817
  (0, 661)	0.14021598056253817
  (0, 3029)	0.14021598056253817
  (0, 3081)	0.14021598056253817
  (0, 1761)	0.10702830862458737
  (0, 1779)	0.12073722117586426
  (0, 2713)	0.14021598056253817
  (0, 2347)	0.13302695003557616
  (0, 2505)	0.14021598056253817
  (0, 3136)	0.14021598056253817
  (0, 2261)	0.14021598056253817
  (0, 2794)	0.14021598056253817
  (0, 1587)	0.14021598056253817
  (0, 1722)	0.13302695003557616
  (0, 1702)	0.14021598056253817
  (0, 2792)	0.13302695003557616
  (0, 2857)	0.16164214535928875
  (0, 2277)	0.07643444390442891
  (0, 3055)	0.10999023282048347
  (0, 2225)	0.10844749231615237
  (0, 792)	0.10999023282048347
  (0, 3362)	0.10999023282048347
  (0, 1693)	0.10844749231615237
  :	:
  (0, 2032)	0.07667900406976656
  (0, 2193)	0.1670048956242379
  (0, 2233)	0.09615776345644049
  (0, 1581)	0.07525982037820156
  (0, 806)	0.07822174457409767
  (0, 3090)	0.3118204721307794
  (0, 497)	0.15385396953548663
  (0, 1855)	0.08211112010567068
  (0, 1724)	0.0985253192305106
  (0, 1127)	0.07481092726548946
  (0, 659)	0.08211112010567068
  (0, 1608)	0.07876733626397872
  (0, 1070)	0.09939038498491322
  (0, 2006)	0.1044910833176631
  (0, 386)	0.08896873292947846
  (0, 1407)	0.09406943126222832
  (0, 2468)	0.08710065612520135
  (0, 115)	0.08177970240251642
  (0, 3233)	0.06308411333189727
  (0, 212)	0.13930981608536191
  (0, 3416)	0.17793746585895692
  (0, 645)	0.17337430965787998
  (0, 3330)	0.07050341113275001
  (0, 1774)	0.06916463724285851
  (0, 1738)	0.14809921137498913"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,great course everything concise clear,Sarthik G,5.0,53179,sql data science great course everything concise clear,"  (0, 2857)	0.4092610767445907
  (0, 561)	0.46109401028909885
  (0, 2676)	0.2884117223345444
  (0, 730)	0.23080592574744924
  (0, 475)	0.3846213951304252
  (0, 1070)	0.5032922062073771
  (0, 645)	0.1463218982745674
  (0, 1365)	0.24657296579597426"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,like course clear assignment help use exercise learn,Qiqi W,5.0,86609,sql data science like course clear assignment help use exercise learn,"  (0, 2857)	0.3715107653552269
  (0, 2676)	0.26180857596871865
  (0, 730)	0.20951634786532353
  (0, 475)	0.34914385216768123
  (0, 1429)	0.32488647481188365
  (0, 212)	0.32018318168402493
  (0, 645)	0.13282514146865465
  (0, 3282)	0.3232883622254968
  (0, 1104)	0.38057578036215334
  (0, 1774)	0.31792955061932326
  (0, 1738)	0.22692287849447304"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,excellent intro sql I ve already recommend operation manager prerequisite read access sql database,Alex J,5.0,4121,sql data science excellent intro sql already recommend operation manager prerequisite read access sql database,"  (0, 732)	0.20006109030845298
  (0, 2357)	0.3202671101125104
  (0, 2857)	0.6070137529730578
  (0, 1845)	0.2954266597915196
  (0, 16)	0.2426229245272964
  (0, 2131)	0.24666101635002446
  (0, 1622)	0.2535035186288162
  (0, 109)	0.24882673374994813
  (0, 2676)	0.14259022086690468
  (0, 730)	0.11411002182339983
  (0, 2497)	0.2560406892555708
  (0, 2528)	0.1796631847366188
  (0, 1082)	0.15680194565220926"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,good overview learn soemthe sure course note would greatly help also sometimes video could help cursor would highlight part slide currently talk sql code theslide always go woth output beginner easily grasp go mindor mistake assignment also,Alexander S,3.0,7141,sql data science good overview learn soemthe sure course note would greatly help also sometimes video could help cursor would highlight part slide currently talk sql code theslide always go woth output beginner easily grasp go mindor mistake assignment also,"  (0, 1951)	0.170408233481497
  (0, 1935)	0.2104301038791502
  (0, 2160)	0.2104301038791502
  (0, 3435)	0.2104301038791502
  (0, 3087)	0.2104301038791502
  (0, 706)	0.1919862081818098
  (0, 2786)	0.1676047042803234
  (0, 710)	0.2104301038791502
  (0, 1367)	0.1860485999776638
  (0, 2076)	0.170408233481497
  (0, 2802)	0.2104301038791502
  (0, 1450)	0.1919862081818098
  (0, 2857)	0.24258556908235554
  (0, 913)	0.15865154251130456
  (0, 110)	0.22454603437660442
  (0, 2169)	0.1313905923333038
  (0, 114)	0.156815716930167
  (0, 2974)	0.1519643377841566
  (0, 2822)	0.1676047042803234
  (0, 2676)	0.08547663798017471
  (0, 730)	0.06840399689409861
  (0, 3008)	0.17709543820864498
  (0, 640)	0.12083000910535537
  (0, 2193)	0.12531687684079934
  (0, 497)	0.11544870513932669
  (0, 1361)	0.18119722083165338
  (0, 293)	0.10798184645719809
  (0, 1338)	0.2398558510709724
  (0, 1429)	0.21214128291556467
  (0, 1342)	0.06367014377148106
  (0, 212)	0.10453508563224415
  (0, 3436)	0.211616965041755
  (0, 645)	0.0433654493172073
  (0, 3330)	0.1058084825208775
  (0, 1738)	0.07408697237178657"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,well explain course instructor friendly explain basic clearly,Sidharth S,5.0,21363,sql data science well explain course instructor friendly explain basic clearly,"  (0, 2857)	0.30427143772739484
  (0, 2676)	0.21442412777243394
  (0, 479)	0.3566674249371888
  (0, 730)	0.17159621291571292
  (0, 1279)	0.43534303483864595
  (0, 1581)	0.28333469218292534
  (0, 1127)	0.5632894402927937
  (0, 3378)	0.22461221507877538
  (0, 645)	0.1087852641964997
  (0, 272)	0.23537691714102787"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,virtually assistance staff regard numerous clarification necessary even understand last assignment peerreview I m pretty sure do not go correlation andor regression course let alone hypothesis testingim pretty sure will not able finish course consider plethora uncorrecte problem plague course recommend class evaluate quality assurancei student experience problem assignment forum week teem unanswered question regard assignment unclarity recommend contact ucd telling really need solve problem classbestcs,Chris S,1.0,10349,sql data science virtually assistance staff regard numerous clarification necessary even understand last assignment peerreview pretty sure go correlation andor regression course let alone hypothesis testingim pretty sure able finish course consider plethora uncorrecte problem plague course recommend class evaluate quality assurancei student experience problem assignment forum week teem unanswered question regard assignment unclarity recommend contact ucd telling really need solve problem classbestcs,"  (0, 464)	0.15087863850930897
  (0, 3042)	0.15087863850930897
  (0, 3208)	0.15087863850930897
  (0, 599)	0.1431429215549486
  (0, 3223)	0.15087863850930897
  (0, 3220)	0.15087863850930897
  (0, 3040)	0.15087863850930897
  (0, 220)	0.15087863850930897
  (0, 1060)	0.13339707077896978
  (0, 2273)	0.15087863850930897
  (0, 3226)	0.15087863850930897
  (0, 2286)	0.15087863850930897
  (0, 3066)	0.15087863850930897
  (0, 1483)	0.1431429215549486
  (0, 106)	0.1431429215549486
  (0, 137)	0.13765434302913102
  (0, 2227)	0.15087863850930897
  (0, 457)	0.1431429215549486
  (0, 2088)	0.15087863850930897
  (0, 213)	0.15087863850930897
  (0, 3336)	0.15087863850930897
  (0, 1761)	0.11516722575020273
  (0, 634)	0.1431429215549486
  (0, 2857)	0.08696707293879308
  (0, 2922)	0.0932530832299977
  :	:
  (0, 2864)	0.12443004754895308
  (0, 2974)	0.21791722728046467
  (0, 2029)	0.12017277529879183
  (0, 584)	0.12697764298246522
  (0, 2676)	0.06128685261785715
  (0, 730)	0.04904574834931301
  (0, 463)	0.08835522141138799
  (0, 2548)	0.22487411668886295
  (0, 1062)	0.09470278989315344
  (0, 1219)	0.11375334750228729
  (0, 2032)	0.08251002267987645
  (0, 2362)	0.22241150413755026
  (0, 1724)	0.10601763054792693
  (0, 3375)	0.08908910517800643
  (0, 2528)	0.1544424443256285
  (0, 1338)	0.08598846738407559
  (0, 2381)	0.2393925865547088
  (0, 2468)	0.09372418433843596
  (0, 3233)	0.06788131490360638
  (0, 2)	0.1051300925909791
  (0, 212)	0.22485534777436023
  (0, 2509)	0.06264051421765054
  (0, 645)	0.09327923853160675
  (0, 1117)	0.07260584215282716
  (0, 2551)	0.13765434302913102"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,course transcript review system sql exercise also wrong use clause signal mistake system even make progress please check,Yu B,2.0,118362,sql data science course transcript review system sql exercise also wrong use clause signal mistake system even make progress please check,"  (0, 2752)	0.2986767849606392
  (0, 473)	0.2986767849606392
  (0, 3163)	0.2833632913334329
  (0, 1951)	0.24187120744047896
  (0, 2857)	0.34431707496079383
  (0, 2609)	0.18951402690898358
  (0, 110)	0.1593562099408118
  (0, 2283)	0.24187120744047896
  (0, 2990)	0.32667087328647176
  (0, 2676)	0.12132241038965051
  (0, 730)	0.09709012871333393
  (0, 1062)	0.1874720311076032
  (0, 440)	0.25718470106768526
  (0, 2416)	0.26407057100380255
  (0, 1838)	0.15662482327382513
  (0, 3444)	0.24631960442914383
  (0, 645)	0.061551331019992696
  (0, 3282)	0.1498122176135515
  (0, 1104)	0.1763592763858714"
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,28,excellent,SAKET S,5.0,103645,sql data science excellent,"  (0, 2857)	0.6434604179628486
  (0, 2676)	0.4534551120154228
  (0, 730)	0.3628844419584028
  (0, 1082)	0.49865021175839813"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,quite helpful want procee machine learning,Ritik R,4.0,46428,machine learning quite helpful want procee machine learning,"  (0, 2386)	0.5598149517820792
  (0, 2477)	0.37824556980023855
  (0, 1431)	0.3023150253192538
  (0, 3359)	0.3042028353561893
  (0, 1741)	0.4116602761915519
  (0, 1827)	0.4360499812190004"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,good one,TUSHAR K,5.0,1692,machine learning good one,"  (0, 2116)	0.6466463570772771
  (0, 1342)	0.37518884094093236
  (0, 1741)	0.4559176692313722
  (0, 1827)	0.4829294994041257"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,quiet good experience learn program,FEROZ S,3.0,72294,machine learning quiet good experience learn program,"  (0, 2475)	0.6919471306995559
  (0, 2406)	0.41207342371517197
  (0, 1342)	0.2093634536207141
  (0, 1117)	0.3329789070609484
  (0, 1738)	0.2436166071766804
  (0, 1741)	0.2544118784492686
  (0, 1827)	0.2694850614346715"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,good course beginner,Sunita S,4.0,89853,machine learning good course beginner,"  (0, 293)	0.6203693824614319
  (0, 1342)	0.36579303900309695
  (0, 645)	0.2491399980249651
  (0, 1741)	0.4445001864797145
  (0, 1827)	0.47083556314802705"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,ml course good basic advanced topic cover hope project submit fruitful,Soundarya B H,5.0,64533,machine learning ml course good basic advanced topic cover hope project submit fruitful,"  (0, 2936)	0.39482240258173645
  (0, 1283)	0.43501100579964397
  (0, 66)	0.29425040934353064
  (0, 2419)	0.26531895214825363
  (0, 1342)	0.13873501492573279
  (0, 675)	0.27799852983695883
  (0, 1955)	0.31691279827279206
  (0, 1463)	0.3456961585840687
  (0, 645)	0.09449179634142227
  (0, 3142)	0.26531895214825363
  (0, 272)	0.2044503718609112
  (0, 1741)	0.16858642300525598
  (0, 1827)	0.178574690920661"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,nice beginner,Jaison M,4.0,14751,machine learning nice beginner,"  (0, 293)	0.5708256515884648
  (0, 2052)	0.5649638443865487
  (0, 1741)	0.409001662157709
  (0, 1827)	0.4332338518361733"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,nice course,Palanivelrajan,4.0,119544,machine learning nice course,"  (0, 2052)	0.6627350247261221
  (0, 645)	0.2689155090276788
  (0, 1741)	0.4797824309933275
  (0, 1827)	0.5082081806856161"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,nice course,Omkar S K,5.0,18989,machine learning nice course,"  (0, 2052)	0.6627350247261221
  (0, 645)	0.2689155090276788
  (0, 1741)	0.4797824309933275
  (0, 1827)	0.5082081806856161"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,well tailor course suit student various field education explain importance non technical people need understand human contribute towards make well society training robot ethical moral way,Giselle G,4.0,108574,machine learning well tailor course suit student various field education explain importance non technical people need understand human contribute towards make well society training robot ethical moral way,"  (0, 1978)	0.2512193727140921
  (0, 1058)	0.2512193727140921
  (0, 2801)	0.2512193727140921
  (0, 614)	0.22920035631826793
  (0, 2065)	0.21632005742394647
  (0, 1511)	0.22920035631826793
  (0, 922)	0.22211181631866667
  (0, 3000)	0.2512193727140921
  (0, 2626)	0.23833907381977068
  (0, 3032)	0.16216579228876338
  (0, 3313)	0.20343975852962504
  (0, 2922)	0.15527036367874994
  (0, 3161)	0.17970320354312933
  (0, 2955)	0.23833907381977068
  (0, 3151)	0.21632005742394647
  (0, 1204)	0.17504609118308484
  (0, 1477)	0.22211181631866667
  (0, 2032)	0.1373827093421524
  (0, 2233)	0.17228202463229808
  (0, 1127)	0.13403575073536989
  (0, 3365)	0.13694454066066195
  (0, 1838)	0.13173836011222367
  (0, 3378)	0.21378754664223146
  (0, 3233)	0.11302528653212629
  (0, 645)	0.051771304457417955
  (0, 1741)	0.09236716170847205
  (0, 1827)	0.0978396543403431"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,good,Samiya M,5.0,36366,machine learning good,"  (0, 1342)	0.4918639096492364
  (0, 1741)	0.5976975400012354
  (0, 1827)	0.6331094258191386"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,good platform machine learn beginner level,Koushik M,5.0,8088,machine learning good platform machine learn beginner level,"  (0, 2277)	0.39508078416885994
  (0, 293)	0.3719094299419134
  (0, 1763)	0.4502131992560072
  (0, 1342)	0.219291738854987
  (0, 1738)	0.25516922116936724
  (0, 1741)	0.2664764181411263
  (0, 1827)	0.5645287818428045"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,course really help people understand machine learning,BHARAT K,5.0,27754,machine learning course really help people understand machine learning,"  (0, 2233)	0.45326861984323535
  (0, 1429)	0.33316252061306934
  (0, 3233)	0.29736599475856607
  (0, 2509)	0.27440774900973725
  (0, 645)	0.1362086832272953
  (0, 1741)	0.48603022858354705
  (0, 1827)	0.5148261425814772"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,good opportunity courseoverall syllabus easy anyone get get glimpse,Shamanth,5.0,66239,machine learning good opportunity courseoverall syllabus easy anyone get get glimpse,"  (0, 1335)	0.42562423331546584
  (0, 2986)	0.3883188819383679
  (0, 657)	0.42562423331546584
  (0, 2135)	0.3137081791841719
  (0, 147)	0.29188594755234326
  (0, 1342)	0.1287817457115611
  (0, 1324)	0.4356776254539601
  (0, 914)	0.21194214809791895
  (0, 1741)	0.15649152356747673
  (0, 1827)	0.16576320295907962"
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all,29,great course beginner machine learn student,SARANKUMARKANDRA,5.0,48045,machine learning great course beginner machine learn student,"  (0, 2922)	0.47766698105720573
